Position #,FullName,Gender,Salary,Department,DepartmentName,Division,AssignmentCategory,Title,HiringAnalyst,VacancyStatus,VacancyDate,BudgetDate,PostingDate,InterviewDate,OfferDate,AcceptanceDate,SecurityCheckDate,HireDate
17983,"SEDAGHAT, CORTEZ",M,"$91,058.27 ",FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Master Firefighter/Rescuer,WILLIAM WILSON,Filled,11/22/1988,12/3/1988,12/8/1988,12/25/1988,1/8/1989,1/14/1989,1/20/1989,1/24/1989
17984,"HURTUBISE, ADOLPH",M,"$106,004.55 ",FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Fire/Rescue Lieutenant,ELIZABETH RODRIGUEZ,Filled,11/14/1988,11/27/1988,12/4/1988,12/16/1988,12/30/1988,1/5/1989,1/17/1989,1/24/1989
17985,"UZHCA, MITCHEL",M,"$65,736.66 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Bus Operator,ROBERT MILLER,Filled,11/12/1988,11/24/1988,12/5/1988,12/23/1988,12/30/1988,1/8/1989,1/16/1989,1/24/1989
17986,"DONNA, BRICE",M,"$116,044.83 ",FRS,Fire and Rescue Services,Station 2,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/17/1988,11/28/1988,11/30/1988,12/16/1988,12/31/1988,1/5/1989,1/16/1989,1/24/1989
17987,"KERRISON, LORETTE",F,"$105,217.59 ",DTS,Department of Technology Services,ESOD Contract Support,Fulltime-Regular,Program Manager II,MICHAEL GARCIA,Filled,10/26/1988,11/10/1988,11/26/1988,12/17/1988,12/31/1988,1/5/1989,1/15/1989,1/24/1989
17988,"STUCKS, GUSSIE",F,"$17,542.28 ",LIB,Department of Public Libraries,Little Falls Library,Parttime-Regular,Library Aide,SUSAN HERNANDEZ,Filled,11/22/1988,11/28/1988,12/2/1988,12/19/1988,12/29/1988,1/8/1989,1/14/1989,1/24/1989
17989,"KOSANOVICH, CHARIS",F,"$100,347.75 ",HHS,Department of Health and Human Services,Area Health Centers,Fulltime-Regular,Community Health Nurse II,MARIA TAYLOR,Filled,11/1/1988,11/12/1988,11/29/1988,12/20/1988,12/25/1988,1/8/1989,1/14/1989,1/24/1989
17990,"CARDINALI, MAX",M,"$91,058.27 ",FRS,Fire and Rescue Services,Station 29,Fulltime-Regular,Master Firefighter/Rescuer,ELIZABETH RODRIGUEZ,Filled,11/29/1988,12/3/1988,12/5/1988,12/20/1988,1/1/1989,1/8/1989,1/13/1989,1/24/1989
17991,"DESAUTELL, LARONDA",F,"$64,167.33 ",OCP,Office of Consumer Protection,Operations,Fulltime-Regular,Executive Administrative Aide,SUSAN HERNANDEZ,Filled,10/14/1988,11/4/1988,11/15/1988,12/5/1988,12/18/1988,12/31/1988,1/12/1989,1/24/1989
17992,"AGNELLI, TAYLOR",M,"$116,044.83 ",FRS,Fire and Rescue Services,Station 6,Fulltime-Regular,Fire/Rescue Captain,JENNIFER MARTINEZ,Filled,11/16/1988,11/25/1988,12/1/1988,12/19/1988,12/31/1988,1/5/1989,1/10/1989,1/24/1989
17993,"PAVELSKI, SHELLI",F,"$59,901.71 ",SHF,Sheriff's Office,Evictions,Fulltime-Regular,Principal Administrative Aide,THOMAS WHITE,Filled,10/21/1988,11/4/1988,11/12/1988,12/2/1988,12/15/1988,12/25/1988,1/6/1989,1/24/1989
17994,"GUEDEL, KENNETH",M,"$65,736.66 ",DLC,Department of Liquor Control,Beer Delivery Operations,Fulltime-Regular,Truck Driver/Warehouse Worker,JOHN BROWN,Filled,11/5/1988,11/17/1988,11/28/1988,12/17/1988,12/30/1988,1/7/1989,1/17/1989,1/23/1989
17995,"BYLSMA, TIMIKA",F,"$155,746.00 ",DGS,Department of General Services,Director,Fulltime-Regular,Manager II,PATRICIA WILLIAMS,Filled,11/5/1988,11/15/1988,11/26/1988,12/21/1988,1/1/1989,1/8/1989,1/15/1989,1/23/1989
17996,"BURGERS, ARLIE",M,"$83,082.89 ",DEP,Department of Environmental Protection,Solid Waste Services Operations,Fulltime-Regular,Code Enforcement Inspector III,PATRICIA WILLIAMS,Filled,11/11/1988,11/15/1988,11/20/1988,12/9/1988,12/19/1988,12/30/1988,1/10/1989,1/23/1989
17997,"MCCUBBINS, DUANE",M,"$123,286.10 ",POL,Department of Police,HQ Office of the Chief,Fulltime-Regular,Police Lieutenant,MARGARET MARTIN,Filled,10/29/1988,11/13/1988,11/19/1988,12/5/1988,12/20/1988,12/28/1988,1/8/1989,1/23/1989
17998,"PETRUZZELLI, LELAND",M,"$83,082.89 ",DOT,Department of Transportation,Transportation Technical Center,Fulltime-Regular,Transportation Systems Technician III,BARBARA DAVIS,Filled,11/9/1988,11/17/1988,11/30/1988,12/21/1988,1/5/1989,1/14/1989,1/20/1989,1/22/1989
17999,"CALUORI, LISANDRA",F,"$100,347.75 ",HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Social Worker III,RICHARD THOMAS,Filled,11/17/1988,11/30/1988,12/6/1988,12/27/1988,1/4/1989,1/5/1989,1/13/1989,1/22/1989
18000,"CARAS, MARTINA",F,"$83,082.89 ",HHS,Department of Health and Human Services,Rental Assistance,Fulltime-Regular,Income Assistance Program Specialist II,JENNIFER MARTINEZ,Filled,11/9/1988,11/20/1988,11/28/1988,12/14/1988,12/29/1988,1/8/1989,1/12/1989,1/22/1989
18001,"PERDIDO, SHERIE",F,"$92,295.09 ",POL,Department of Police,PSB 4th District Patrol,Fulltime-Regular,Police Officer III,CHARLES MOORE,Filled,11/8/1988,11/13/1988,11/28/1988,12/16/1988,12/31/1988,1/4/1989,1/12/1989,1/22/1989
18002,"RUSSIN, RUSSELL",F,"$105,217.59 ",HCA,Department of Housing and Community Affairs,Licensing,Fulltime-Regular,Program Manager II,JENNIFER MARTINEZ,Filled,10/29/1988,11/3/1988,11/11/1988,12/2/1988,12/18/1988,12/31/1988,1/10/1989,1/22/1989
18003,"MCFARLIN, CLETUS",M,"$103,192.61 ",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Shift Commander (Lieutenant),JAMES JOHNSON,Filled,11/10/1988,11/20/1988,11/26/1988,12/16/1988,12/23/1988,12/31/1988,1/6/1989,1/22/1989
18004,"GIULIETTI, JARVIS",M,"$84,551.00 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader IV,LINDA JONES,Filled,11/19/1988,11/27/1988,12/3/1988,12/22/1988,1/2/1989,1/10/1989,1/18/1989,1/21/1989
18005,"KERCKHOFF, DARCIE",F,"$62,539.26 ",CCL,County Council,Council Central Staff,Parttime-Regular,Legislative Services Coordinator,MARY SMITH,Filled,11/16/1988,11/26/1988,12/5/1988,12/19/1988,12/31/1988,1/5/1989,1/16/1989,1/21/1989
18006,"NUNERY, MIKEL",M,"$73,434.00 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,BARBARA DAVIS,Filled,11/11/1988,11/19/1988,11/25/1988,12/9/1988,12/15/1988,1/2/1989,1/14/1989,1/21/1989
18007,"MUMM, ALEX",M,"$91,295.08 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Highway Inspector II,ROBERT MILLER,Filled,11/2/1988,11/18/1988,11/25/1988,12/17/1988,12/28/1988,1/9/1989,1/13/1989,1/21/1989
18008,"SKONIECZNY, VAUGHN",M,"$110,334.63 ",LIB,Department of Public Libraries,Technology Management,Fulltime-Regular,Information Technology Specialist III,RICHARD THOMAS,Filled,11/6/1988,11/23/1988,11/26/1988,12/14/1988,12/27/1988,1/2/1989,1/11/1989,1/21/1989
18009,"STEPANEK, JEFFRY",M,"$105,217.59 ",HCA,Department of Housing and Community Affairs,Multi-Family Housing Program,Fulltime-Regular,Program Manager II,JENNIFER MARTINEZ,Filled,11/6/1988,11/26/1988,12/3/1988,12/20/1988,12/28/1988,1/2/1989,1/10/1989,1/21/1989
18010,"MARRAS, MICHEAL",M,"$83,082.89 ",DTS,Department of Technology Services,ETSD Telephone Services,Fulltime-Regular,Telecommunications Specialist,MICHAEL GARCIA,Filled,10/29/1988,11/14/1988,11/18/1988,12/12/1988,12/22/1988,12/30/1988,1/10/1989,1/21/1989
18011,"HELO, LAYNE",F,"$100,347.75 ",LIB,Department of Public Libraries,Marilyn J Praisner Library,Fulltime-Regular,Librarian II,SUSAN HERNANDEZ,Filled,11/5/1988,11/10/1988,11/21/1988,12/9/1988,12/20/1988,1/3/1989,1/9/1989,1/21/1989
18012,"DELDOTTO, DARCIE",F,"$91,295.08 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist III,DAVID ANDERSON,Filled,10/30/1988,11/13/1988,11/22/1988,12/10/1988,12/22/1988,1/3/1989,1/17/1989,1/20/1989
18013,"SHELSTAD, MATTHEW",M,"$75,637.02 ",DGS,Department of General Services,Fleet Automotive Heavy Equipment,Fulltime-Regular,Welder,PATRICIA WILLIAMS,Filled,10/13/1988,11/6/1988,11/21/1988,12/15/1988,12/24/1988,1/2/1989,1/10/1989,1/20/1989
18014,"KUSHEL, NA",F,"$26,078.06 ",POL,Department of Police,FSB Traffic Division School Safety Section,Parttime-Regular,Crossing Guard,CHARLES MOORE,Filled,11/15/1988,11/17/1988,11/21/1988,12/11/1988,12/20/1988,12/23/1988,1/1/1989,1/20/1989
18015,"SHADER, SHAVONNE",F,"$123,419.17 ",LIB,Department of Public Libraries,Damascus Library,Fulltime-Regular,Manager III,SUSAN HERNANDEZ,Filled,10/29/1988,11/11/1988,11/24/1988,12/9/1988,12/23/1988,1/5/1989,1/15/1989,1/19/1989
18016,"BARILA, VERDELL",F,"$104,196.06 ",HHS,Department of Health and Human Services,Adult Protective and Case Management Services,Fulltime-Regular,Social Worker IV,JENNIFER MARTINEZ,Filled,11/5/1988,11/18/1988,11/30/1988,12/18/1988,12/26/1988,1/5/1989,1/14/1989,1/19/1989
18017,"WILMOUTH, MAFALDA",F,"$79,251.29 ",COR,Correction and Rehabilitation,DS MCDC Inmate Property,Fulltime-Regular,Correctional Officer III (Corporal),JAMES JOHNSON,Filled,11/3/1988,11/16/1988,11/22/1988,12/11/1988,12/18/1988,12/30/1988,1/4/1989,1/19/1989
18018,"BUMILLER, MARNA",F,"$79,266.74 ",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,DOROTHY THOMPSON,Filled,10/3/1988,10/18/1988,10/30/1988,11/23/1988,12/9/1988,12/21/1988,1/1/1989,1/19/1989
18019,"MALDE, GUY",M,"$134,718.00 ",DGS,Department of General Services,Project Management,Fulltime-Regular,Manager III,PATRICIA WILLIAMS,Filled,11/5/1988,11/18/1988,11/27/1988,12/12/1988,12/25/1988,1/3/1989,1/13/1989,1/18/1989
18020,"PANDA, BRICE",M,"$62,753.78 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,BARBARA DAVIS,Filled,11/19/1988,11/24/1988,11/28/1988,12/15/1988,12/29/1988,1/2/1989,1/11/1989,1/18/1989
18021,"COLACURCIO, VANNESSA",F,"$79,266.74 ",POL,Department of Police,MSB Communications Division,Fulltime-Regular,Public Safety Communications Specialist III,MARGARET MARTIN,Filled,10/14/1988,10/27/1988,11/1/1988,11/20/1988,12/3/1988,12/23/1988,1/2/1989,1/18/1989
18022,"DADI, ANDRES",M,"$83,082.89 ",DTS,Department of Technology Services,ETSD Radio Communications Services,Fulltime-Regular,Communications Equipment Technician II,MICHAEL GARCIA,Filled,11/4/1988,11/16/1988,11/23/1988,12/10/1988,12/20/1988,12/30/1988,1/12/1989,1/17/1989
18023,"WILSOM, ATHENA",F,"$110,382.53 ",HHS,Department of Health and Human Services,Care Coordination,Fulltime-Regular,Community Health Nurse II,RICHARD THOMAS,Filled,11/10/1988,11/21/1988,11/26/1988,12/15/1988,12/29/1988,1/2/1989,1/11/1989,1/17/1989
18024,"NITSCH, DUDLEY",M,"$83,082.89 ",HHS,Department of Health and Human Services,Income Supports,Fulltime-Regular,Income Assistance Program Specialist II,MARIA TAYLOR,Filled,10/25/1988,11/8/1988,11/20/1988,12/13/1988,12/24/1988,12/28/1988,1/11/1989,1/17/1989
18025,"ZIOBRO, EMERSON",M,"$87,087.53 ",DEP,Department of Environmental Protection,Solid Waste Services Collection Operations,Fulltime-Regular,Program Specialist II,JAMES JOHNSON,Filled,11/3/1988,11/13/1988,11/20/1988,12/9/1988,12/20/1988,1/3/1989,1/8/1989,1/17/1989
18026,"BLATT, NORAH",F,"$72,174.16 ",DPS,Department of Permitting Services,"Team 4 Commercial Electrical, Mechanical and Fire Protection Systems",Fulltime-Regular,Permit Technician III,BARBARA DAVIS,Filled,11/7/1988,11/28/1988,12/1/1988,12/19/1988,12/27/1988,1/1/1989,1/6/1989,1/17/1989
18027,"PIEDRAHITA, MERCY",F,"$65,315.65 ",HHS,Department of Health and Human Services,Head Start/Pre-K (Health),Parttime-Regular,Dental Hygienist,MARIA TAYLOR,Filled,10/24/1988,11/7/1988,11/13/1988,12/2/1988,12/17/1988,12/26/1988,1/6/1989,1/17/1989
18028,"ODEEN, WARREN",M,"$133,896.50 ",DPS,Department of Permitting Services,Land Development Right-of-Way Plan Review,Fulltime-Regular,Manager III,BARBARA DAVIS,Filled,11/7/1988,11/20/1988,11/25/1988,12/12/1988,12/23/1988,12/29/1988,1/4/1989,1/17/1989
18029,"CLERE, DOMENIC",M,"$92,295.09 ",POL,Department of Police,PSB 1st District Patrol,Fulltime-Regular,Police Officer III,DOROTHY THOMPSON,Filled,10/3/1988,10/20/1988,10/29/1988,11/18/1988,12/9/1988,12/22/1988,1/2/1989,1/17/1989
18030,"LOVELAND, MALVINA",F,"$92,295.09 ",POL,Department of Police,PSB 5th District Patrol,Fulltime-Regular,Police Officer III,DOROTHY THOMPSON,Filled,10/15/1988,10/29/1988,11/8/1988,11/26/1988,12/8/1988,12/16/1988,12/31/1988,1/17/1989
18031,"HETU, TY",M,"$62,753.78 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Equipment Operator I,LINDA JONES,Filled,10/19/1988,11/8/1988,11/25/1988,12/16/1988,12/30/1988,1/5/1989,1/8/1989,1/16/1989
18032,"BARATTO, SANG",M,"$96,282.34 ",SHF,Sheriff's Office,Court and Transport,Fulltime-Regular,Deputy Sheriff Sergeant,THOMAS WHITE,Filled,10/17/1988,10/28/1988,11/3/1988,11/27/1988,12/10/1988,12/23/1988,1/4/1989,1/16/1989
18033,"STRIEBICH, KATHLENE",F,"$76,958.00 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Transit Operations Supervisor,ROBERT MILLER,Filled,11/9/1988,11/18/1988,12/1/1988,12/20/1988,12/26/1988,1/4/1989,1/11/1989,1/15/1989
18034,"DRENON, TERRA",F,"$59,901.71 ",HHS,Department of Health and Human Services,Emergency Housing Assistance,Fulltime-Regular,Principal Administrative Aide,DAVID ANDERSON,Filled,10/29/1988,11/20/1988,11/24/1988,12/8/1988,12/22/1988,1/3/1989,1/9/1989,1/15/1989
18035,"BLANCHAR, SAMUAL",M,"$155,584.26 ",PRO,Office of Procurement,Procurement Operations Section,Fulltime-Regular,Manager II,THOMAS WHITE,Filled,10/25/1988,10/30/1988,11/9/1988,12/3/1988,12/12/1988,12/29/1988,1/7/1989,1/15/1989
18036,"MUNSEY, NICKOLAS",M,"$65,443.74 ",DOT,Department of Transportation,Transit Gaithersburg Ride On,Fulltime-Regular,Motor Pool Attendant,ROBERT MILLER,Filled,10/23/1988,11/7/1988,11/14/1988,12/2/1988,12/16/1988,12/28/1988,1/6/1989,1/15/1989
18037,"HAFTEL, GREGORY",M,"$123,995.83 ",FRS,Fire and Rescue Services,Station 9,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/7/1988,11/16/1988,11/22/1988,12/8/1988,12/23/1988,12/30/1988,1/13/1989,1/14/1989
18038,"CLELLAND, MICHAL",M,"$120,908.83 ",FRS,Fire and Rescue Services,Station 16,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/12/1988,11/26/1988,12/2/1988,12/16/1988,12/27/1988,1/5/1989,1/10/1989,1/14/1989
18039,"WILFRED, EDWIN",M,"$123,995.83 ",FRS,Fire and Rescue Services,Station 1,Fulltime-Regular,Fire/Rescue Captain,WILLIAM WILSON,Filled,10/20/1988,11/12/1988,11/17/1988,12/9/1988,12/19/1988,12/29/1988,1/10/1989,1/14/1989
18040,"MACUGA, KARYN",F,"$123,995.83 ",FRS,Fire and Rescue Services,Station 13,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/14/1988,11/19/1988,11/27/1988,12/11/1988,12/28/1988,1/4/1989,1/9/1989,1/14/1989
18041,"TROUTNER, HARLAN",M,"$130,047.75 ",FRS,Fire and Rescue Services,Second Battalion - Administration,Fulltime-Regular,Fire/Rescue Battalion Chief,WILLIAM WILSON,Filled,11/3/1988,11/14/1988,11/24/1988,12/16/1988,12/25/1988,1/4/1989,1/9/1989,1/14/1989
18042,"SUMMERLIN, HOLLIS",M,"$74,902.68 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,BARBARA DAVIS,Filled,11/3/1988,11/16/1988,11/23/1988,12/11/1988,12/22/1988,1/3/1989,1/9/1989,1/14/1989
18043,"BENNIE, JOHNATHON",M,"$116,044.83 ",FRS,Fire and Rescue Services,Station 5,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/8/1988,11/19/1988,11/21/1988,12/10/1988,12/19/1988,12/29/1988,1/9/1989,1/14/1989
18044,"THELEN, COLTON",M,"$112,957.83 ",FRS,Fire and Rescue Services,Recruitment,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/17/1988,11/24/1988,11/30/1988,12/22/1988,12/30/1988,1/5/1989,1/8/1989,1/14/1989
18045,"CLAX, CARLTON",M,"$91,058.27 ",FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Master Firefighter/Rescuer,WILLIAM WILSON,Filled,11/12/1988,11/23/1988,11/28/1988,12/20/1988,12/28/1988,1/4/1989,1/8/1989,1/14/1989
18046,"MURIEL, NICOLASA",F,"$104,196.06 ",HHS,Department of Health and Human Services,Adult Behavioral Health Services,Fulltime-Regular,Supervisory Therapist,MARIA TAYLOR,Filled,11/11/1988,11/19/1988,11/30/1988,12/15/1988,12/25/1988,1/4/1989,1/7/1989,1/14/1989
18047,"FAVAZZA, CLEVELAND",M,"$116,044.83 ",FRS,Fire and Rescue Services,Station 3,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/16/1988,11/20/1988,11/28/1988,12/13/1988,12/20/1988,1/2/1989,1/7/1989,1/14/1989
18048,"GUERUE, JEAN",M,"$84,820.44 ",FRS,Fire and Rescue Services,Station 7,Fulltime-Regular,Firefighter/Rescuer III,WILLIAM WILSON,Filled,10/26/1988,11/9/1988,11/17/1988,12/9/1988,12/22/1988,12/31/1988,1/7/1989,1/14/1989
18049,"DIUGUID, CRUZ",M,"$112,957.83 ",FRS,Fire and Rescue Services,Station 34,Fulltime-Regular,Fire/Rescue Captain,WILLIAM WILSON,Filled,10/19/1988,10/31/1988,11/8/1988,11/30/1988,12/18/1988,12/26/1988,1/7/1989,1/14/1989
18050,"STRACKE, ISAAC",M,"$82,783.44 ",FRS,Fire and Rescue Services,Station 19,Fulltime-Regular,Firefighter/Rescuer III,MICHAEL GARCIA,Filled,10/21/1988,10/31/1988,11/9/1988,12/3/1988,12/16/1988,12/23/1988,1/5/1989,1/14/1989
18051,"ZBIEGIEN, PHILIP",M,"$116,044.83 ",FRS,Fire and Rescue Services,Station 15,Fulltime-Regular,Fire/Rescue Captain,ELIZABETH RODRIGUEZ,Filled,11/10/1988,11/18/1988,11/19/1988,12/5/1988,12/17/1988,12/23/1988,1/3/1989,1/14/1989
18052,"STOSSEL, MARTHA",F,"$130,047.75 ",FRS,Fire and Rescue Services,Fourth Battalion - Administration,Fulltime-Regular,Fire/Rescue Battalion Chief,WILLIAM WILSON,Filled,10/20/1988,10/27/1988,11/7/1988,11/26/1988,12/13/1988,12/24/1988,1/2/1989,1/14/1989
18053,"VANBECK, LESLEY",F,"$105,096.40 ",FIN,Department of Finance,Payroll,Fulltime-Regular,Information Technology Specialist III,MICHAEL GARCIA,Filled,10/26/1988,11/11/1988,11/22/1988,12/10/1988,12/24/1988,12/29/1988,1/9/1989,1/13/1989
18054,"GRAVELL, MI",F,"$95,718.93 ",HCA,Department of Housing and Community Affairs,Community Development Neighborhood Revitalization,Fulltime-Regular,Planning Specialist III,JENNIFER MARTINEZ,Filled,10/25/1988,11/13/1988,11/20/1988,12/11/1988,12/24/1988,12/28/1988,1/9/1989,1/13/1989
18055,"PUERNER, BLAIR",M,"$74,902.68 ",DOT,Department of Transportation,Highway Services,Fulltime-Regular,Work Force Leader II,ROBERT MILLER,Filled,10/31/1988,11/12/1988,11/26/1988,12/15/1988,12/25/1988,1/2/1989,1/8/1989,1/13/1989
18056,"EDGECOMBE, JULIAN",F,"$89,865.32 ",CCL,County Council,Council Central Staff,Fulltime-Regular,Deputy Clerk County Council,MARY SMITH,Filled,10/30/1988,11/15/1988,11/25/1988,12/16/1988,12/26/1988,1/1/1989,1/6/1989,1/13/1989
18057,"REEG, KITTY",F,"$59,901.71 ",PRO,Office of Procurement,Procurement Operations Section,Fulltime-Regular,Principal Administrative Aide,THOMAS WHITE,Filled,10/18/1988,10/30/1988,11/7/1988,11/29/1988,12/11/1988,12/25/1988,1/6/1989,1/13/1989
18058,"CHERNICKY, JAMES",F,"$105,217.59 ",OCP,Office of Consumer Protection,Investigations,Fulltime-Regular,Investigator III,SUSAN HERNANDEZ,Filled,11/7/1988,11/16/1988,11/21/1988,12/12/1988,12/22/1988,12/30/1988,1/3/1989,1/13/1989
18059,"LAMONICA, WILBER",M,"$110,334.63 ",DPS,Department of Permitting Services,Team 1 Residential Plan Review,Fulltime-Regular,Senior Permitting Services Specialist,BARBARA DAVIS,Filled,11/4/1988,11/18/1988,11/29/1988,12/14/1988,12/17/1988,12/26/1988,12/31/1988,1/13/1989
18060,"PARRONE, ELLIS",M,"$103,192.61 ",COR,Correction and Rehabilitation,DS MCDC Custody and Security,Fulltime-Regular,Correctional Shift Commander (Lieutenant),JAMES JOHNSON,Filled,10/26/1988,11/2/1988,11/10/1988,11/25/1988,12/4/1988,12/11/1988,12/28/1988,1/13/1989
18061,"SANSONETTI, STEPHENIE",F,"$68,878.16 ",POL,Department of Police,MSB Information Management and Technology Division Data Systems Section,Fulltime-Regular,Office Services Coordinator,DOROTHY THOMPSON,Filled,9/14/1988,9/30/1988,10/13/1988,11/7/1988,11/26/1988,12/8/1988,12/23/1988,1/13/1989
18062,"ELSAYED, LENARD",M,"$65,736.66 ",DOT,Department of Transportation,Transit Silver Spring Ride On,Fulltime-Regular,Bus Operator,LINDA JONES,Filled,10/21/1988,10/30/1988,11/14/1988,12/7/1988,12/19/1988,12/25/1988,1/5/1989,1/12/1989
18063,"STAR, JESSIKA",F,"$104,196.06 ",HHS,Department of Health and Human Services,Child Welfare Services,Fulltime-Regular,Social Worker IV,DAVID ANDERSON,Filled,10/26/1988,11/8/1988,11/15/1988,12/2/1988,12/20/1988,12/29/1988,1/3/1989,1/12/1989
18064,"DEMBROSKI, LEE",M,"$72,174.16 ",DPS,Department of Permitting Services,Building Construction Permit Processing,Fulltime-Regular,Permit Technician III,BARBARA DAVIS,Filled,10/24/1988,11/4/1988,11/15/1988,12/1/1988,12/13/1988,12/27/1988,1/1/1989,1/12/1989
18065,"SAUDERS, KAYE",F,"$134,718.00 ",DEP,Department of Environmental Protection,Solid Waste Services Recycling,Fulltime-Regular,Manager III,JAMES JOHNSON,Filled,11/2/1988,11/18/1988,11/24/1988,12/7/1988,12/20/1988,12/29/1988,1/5/1989,1/11/1989
18066,"MINGOIA, MARINA",F,"$174,256.00 ",DGS,Department of General Services,Director,Fulltime-Regular,Manager I,PATRICIA WILLIAMS,Filled,10/23/1988,11/9/1988,11/18/1988,12/10/1988,12/17/1988,12/22/1988,12/31/1988,1/11/1989
